issue,number,state,link,repository_name,trimmed_list_lemmatize,trimmed_list_stemming
make TheTransactionActivity.showsTheCorrectMethodSignature unflaky,320,open,https://github.com/walleth/walleth/issues/320,walleth/walleth,"['make', 'thetransactionactivityshowsthecorrectmethodsignature', 'unflaky']","['make', 'thetransactionact', 'showsthecorrectmethodsignatur', 'unflaki']"
Keystore Insufficiently Protected,319,closed,https://github.com/walleth/walleth/issues/319,walleth/walleth,"['keystore', 'insufficiently', 'protected']","['keystor', 'insuffici', 'protect']"
Intent Crashes App (Denial of Service),318,closed,https://github.com/walleth/walleth/issues/318,walleth/walleth,"['intent', 'crashes', 'app', 'denial', 'service']","['intent', 'crash', 'app', 'denial', 'servic']"
org.json.JSONException,317,closed,https://github.com/walleth/walleth/issues/317,walleth/walleth,['orgjsonjsonexception'],"['org', 'json', 'jsonexcept']"
IllegalArgumentException,316,open,https://github.com/walleth/walleth/issues/316,walleth/walleth,['illegalargumentexception'],['illegalargumentexcept']
Crash on Meizu devices,315,closed,https://github.com/walleth/walleth/issues/315,walleth/walleth,"['crash', 'meizu', 'device']","['crash', 'meizu', 'devic']"
Add price feed from MakerDao oracles,314,open,https://github.com/walleth/walleth/issues/314,walleth/walleth,"['add', 'price', 'feed', 'makerdao', 'oracle']","['add', 'price', 'feed', 'makerdao', 'oracl']"
Allow multiple accounts for WalletConnect,313,open,https://github.com/walleth/walleth/issues/313,walleth/walleth,"['allow', 'multiple', 'account', 'walletconnect']","['allow', 'multipl', 'account', 'walletconnect']"
Onboarding without creating a key,312,closed,https://github.com/walleth/walleth/issues/312,walleth/walleth,"['onboarding', 'without', 'creating', 'key']","['onboard', 'without', 'creat', 'key']"
INCUBED support,311,open,https://github.com/walleth/walleth/issues/311,walleth/walleth,"['incubed', 'support']","['incub', 'support']"
crash on 4.4,310,closed,https://github.com/walleth/walleth/issues/310,walleth/walleth,"['crash', '44']","['crash', '4', '4']"
Remove WalletConnect workaround,309,open,https://github.com/walleth/walleth/issues/309,walleth/walleth,"['remove', 'walletconnect', 'workaround']","['remov', 'walletconnect', 'workaround']"
TransactionTooLargeException IAutoFillManager,308,closed,https://github.com/walleth/walleth/issues/308,walleth/walleth,"['transactiontoolargeexception', 'iautofillmanager']","['transactiontoolargeexcept', 'iautofillmanag']"
görli testnet support,307,closed,https://github.com/walleth/walleth/issues/307,walleth/walleth,"['görli', 'testnet', 'support']","['görli', 'testnet', 'support']"
If a token has no decimals -> do not allow decimal input in ValueView,306,open,https://github.com/walleth/walleth/issues/306,walleth/walleth,"['if', 'token', 'decimal', 'allow', 'decimal', 'input', 'valueview']","['if', 'token', 'decim', 'allow', 'decim', 'input', 'valueview']"
Use showcaseview when address needs to be set,305,closed,https://github.com/walleth/walleth/issues/305,walleth/walleth,"['use', 'showcaseview', 'address', 'need', 'set']","['use', 'showcaseview', 'address', 'need', 'set']"
EtherScanService not stared in withGeth flavor,304,closed,https://github.com/walleth/walleth/issues/304,walleth/walleth,"['etherscanservice', 'stared', 'withgeth', 'flavor']","['etherscanservic', 'stare', 'withgeth', 'flavor']"
Add presets for toolbar customisation,303,open,https://github.com/walleth/walleth/issues/303,walleth/walleth,"['add', 'presets', 'toolbar', 'customisation']","['add', 'preset', 'toolbar', 'customis']"
Fail build or Fallback when Etherscan API key is not set,302,open,https://github.com/walleth/walleth/issues/302,walleth/walleth,"['fail', 'build', 'fallback', 'etherscan', 'api', 'key', 'set']","['fail', 'build', 'fallback', 'etherscan', 'api', 'key', 'set']"
Unify wording Preferences/Settings,301,open,https://github.com/walleth/walleth/issues/301,walleth/walleth,"['unify', 'wording', 'preferencessettings']","['unifi', 'word', 'prefer', 'set']"
Add option to disable screenshots,300,closed,https://github.com/walleth/walleth/issues/300,walleth/walleth,"['add', 'option', 'disable', 'screenshots']","['add', 'option', 'disabl', 'screenshot']"
Support ENS names,299,closed,https://github.com/walleth/walleth/issues/299,walleth/walleth,"['support', 'ens', 'name']","['support', 'en', 'name']"
Internal keyboard,298,open,https://github.com/walleth/walleth/issues/298,walleth/walleth,"['internal', 'keyboard']","['intern', 'keyboard']"
Parity Signer presents an ERC-681 QR code,297,closed,https://github.com/walleth/walleth/issues/297,walleth/walleth,"['parity', 'signer', 'present', 'erc681', 'qr', 'code']","['pariti', 'signer', 'present', 'erc', '681', 'qr', 'code']"
White screen when clicking outside qr code choice dialog,296,closed,https://github.com/walleth/walleth/issues/296,walleth/walleth,"['white', 'screen', 'clicking', 'outside', 'qr', 'code', 'choice', 'dialog']","['white', 'screen', 'click', 'outsid', 'qr', 'code', 'choic', 'dialog']"
[WIP] Add status.im hardware wallet support,295,closed,https://github.com/walleth/walleth/issues/295,walleth/walleth,"['wip', 'add', 'statusim', 'hardware', 'wallet', 'support']","['wip', 'add', 'statu', 'im', 'hardwar', 'wallet', 'support']"
Scan QR function results in white screen,294,closed,https://github.com/walleth/walleth/issues/294,walleth/walleth,"['scan', 'qr', 'function', 'result', 'white', 'screen']","['scan', 'qr', 'function', 'result', 'white', 'screen']"
Transfer keys via NFC,293,open,https://github.com/walleth/walleth/issues/293,walleth/walleth,"['transfer', 'key', 'via', 'nfc']","['transfer', 'key', 'via', 'nfc']"
Tor integration,292,open,https://github.com/walleth/walleth/issues/292,walleth/walleth,"['tor', 'integration']","['tor', 'integr']"
Extract QRCodeFunctions to library,291,open,https://github.com/walleth/walleth/issues/291,walleth/walleth,"['extract', 'qrcodefunctions', 'library']","['extract', 'qrcodefunct', 'librari']"
Show create transaction button if account has tokens,290,open,https://github.com/walleth/walleth/issues/290,walleth/walleth,"['show', 'create', 'transaction', 'button', 'account', 'token']","['show', 'creat', 'transact', 'button', 'account', 'token']"
remove Workaround for IllegalStateException in WalletPrefsFragment,289,closed,https://github.com/walleth/walleth/issues/289,walleth/walleth,"['remove', 'workaround', 'illegalstateexception', 'walletprefsfragment']","['remov', 'workaround', 'illegalstateexcept', 'walletprefsfrag']"
Remove MaterialComponents WorkAround,288,open,https://github.com/walleth/walleth/issues/288,walleth/walleth,"['remove', 'materialcomponents', 'workaround']","['remov', 'materialcompon', 'workaround']"
manager.balance.io / WalletConnect / Walleth,287,closed,https://github.com/walleth/walleth/issues/287,walleth/walleth,"['managerbalanceio', 'walletconnect', 'walleth']","['manag', 'balanc', 'io', 'walletconnect', 'walleth']"
